Item_ID,Raw_Description,Category,Sub_Category,Category_Level_1,Category_Level_2,Category_Level_3,analysis_type,extraction_confidence,spec_type,spec_amps,spec_voltage,spec_phase,spec_poles,spec_kaic,spec_frame,spec_kva,spec_gauge,spec_nema,RawMat_Finish,RawMat_Thickness,RawMat_Width,RawMat_Length,RawMat_UoM,RawMat_Weight_Lbs,voltage_inferred,Canonical_Group_ID,Canonical_Name
4683446,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4697514,"EATON BUSSMANN SERIES CLASS CF FUSE, TCF, TIME-DELAY, DUAL-ELEMENT CURRENT LIMITING CUBE FUSE, 80 A, NON-IDICATING FUSE, INTERRUPTING RATING OF 100 KA AT 300 VDC AND 300 KA AT 600 VAC",,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.9,Fuse,80.0,300VDC,,,100.0,,,,,,,,,,,,2288,"Eaton Bussmann Series Class Cf Fuse, Tcf, Time-Delay, Dual-Element Current Limiting Cube Fuse, 80 A, Non-Idicating Fuse, Interrupting Rating Of 100 Ka At 300 Vdc And 300 Ka At 600 Vac"
4699747,"1/4"" X 6"" X144"" RECTANGULAR COPPER 110 BAR, SILVER-FLASHED",,,Raw Materials,Copper Products,Copper Bus Bar,regex_extraction,0.85,,,,,,,,,,,,0.25,6.0,144.0,IN,69.77,,83,"1/4"" X 6"" X144"" Rectangular Copper 110 Bar, Silver-Flashed"
4699762,"ACCUENERGY SOLID CORE CURRENT TRANSFORMER, PRIMARY-2000A, SECONDARY-5A, 6.30"" * 6.30"" WINDOW SIZE ACCURACY 0.5, 0.5S, 0.2",,,Electrical Components,Metering & Sensing,Current Sensors,regex_extraction,0.7,Transformer,2000.0,,,,,,,,,,,,,,,,1257,"Accuenergy Solid Core Current Transformer, Primary-2000A, Secondary-5A, 6.30"" * 6.30"" Window Size Accuracy 0.5, 0.5S, 0.2"
4699763,"ACCUENERGY SOLID CORE CURRENT TRANSFORMER, PRIMARY-2000A, SECONDARY-5A, 6.30"" * 6.30"" WINDOW SIZE ACCURACY 0.5, 0.5S, 0.2",,,Electrical Components,Metering & Sensing,Current Sensors,regex_extraction,0.7,Transformer,2000.0,,,,,,,,,,,,,,,,1257,"Accuenergy Solid Core Current Transformer, Primary-2000A, Secondary-5A, 6.30"" * 6.30"" Window Size Accuracy 0.5, 0.5S, 0.2"
4700056,ABB 2500AF 2500AS ACB 65kA 100% ETU LSIG EKIP HI TOUCH MODO Z4SGNLAK50LAM00004XX 7MM PBC PADLOCK RELT 24-48VDC EKIP SUPPLY,,,Circuit Protection,Low Voltage Breakers,ACB,regex_extraction,0.9,ACB,,48VDC,,,65.0,,,7mm²,,,,,,,,,879,ABB 2500AF 2500AS ACB 65kA 100% ETU LSIG EKIP HI TOUCH MODO Z4SGNLAK50LAM00004XX 7MM PBC PADLOCK RELT 24-48VDC EKIP SUPPLY
4700058,"ABB: SACE EMAX2 E4.2S-A 3200 UL DRAWOUT ELECTRICALLY OPE. 3P WITH TERMINALS REAR VERTICAL AND SOLID-STATE RELEASE IN AC EKIP/HI-TOUCH-LSIG R 3000 FITTED WITH: 4 AUXILIARY CONTACT AND 250V BELL ALRAM CONTACT, CIRCUIT BREAKER WITH EKIP SIGNALLING 2K-3 FOR RELT, PBC 7MM PADLOCK, MODBUS TCP COMMS.",,,Circuit Protection,Low Voltage Breakers,ACB,regex_extraction,0.9,Breaker,,250VAC,,3.0,,,,7mm²,,,,,,,,,1140,"Abb: Sace Emax2 E4.2S-A 3200 Ul Drawout Electrically Ope. 3P With Terminals Rear Vertical And Solid-State Release In Ac Ekip/Hi-Touch-Lsig R 3000 Fitted With: 4 Auxiliary Contact And 250V Bell Alram Contact, Circuit Breaker With Ekip Signalling 2K-3 For Relt, Pbc 7Mm Padlock, Modbus Tcp Comms."
4700165,53810_Misc Factory Supplies,,,MRO & Indirect,Facilities,Factory Maintenance,,,,,,,,,,,,,,,,,,,,779,53810_Misc Factory Supplies
4700167,50300_Consumables (FT),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,764,50300_Consumables (FT)
4700168,50300_Consumables (FT),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,764,50300_Consumables (FT)
4700274,Office supplies,,,MRO & Indirect,Office & Administrative,Office Supplies,,,,,,,,,,,,,,,,,,,,4234,Office supplies
4700276,"16 GAUGE, GALVANNEAL STEEL SHEET, 8FT X 4FT",,,Raw Materials,Steel Products,Galvanneal Sheet,regex_extraction,0.0,,,,,,,,,,,Galvanneal,0.0598,,,IN,,,177,"16 Gauge, Galvanneal Steel Sheet, 8Ft X 4Ft"
4700279,50300_Consumables (FT),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,764,50300_Consumables (FT)
4700375,53810_Misc Factory Supplies,,,MRO & Indirect,Facilities,Factory Maintenance,,,,,,,,,,,,,,,,,,,,779,53810_Misc Factory Supplies
4700685,"AB 30.5MM TYPE 4/13 2 POS SELECTOR SWITCH-NON-ILLUM., WHITE, STD. KNOB MAINT., 1 NO-1 NC",,,Electrical Components,Switching & Control,Control Switches,ai_extraction,0.8,Switch,,,,,,30.5MM,,,4/13,,,,,,,,848,"Ab 30.5Mm Type 4/13 2 Pos Selector Switch-Non-Illum., White, Std. Knob Maint., 1 No-1 Nc"
4700893,"ABB XT7M 800AF/800AT 3P 100% LSIG DRAWOUT ELECTRICALLY OPERATED CIRCUIT BREAKER 65KA/@480VAC WITH 120VAC MOTOR CHARGING, 24VDC CLOSING COIL, 24VDC SHUNT TRIP & AUX CONTACTS",,,Circuit Protection,Low Voltage Breakers,ACB,regex_extraction,0.9,Breaker,,480VDC,,3.0,65.0,,,,,,,,,,,,1023,"Abb Xt7M 800Af/800At 3P 100% Lsig Drawout Electrically Operated Circuit Breaker 65Ka/@480Vac With 120Vac Motor Charging, 24Vdc Closing Coil, 24Vdc Shunt Trip & Aux Contacts"
4700901,"POWER TRANSFORMER 3PH, 500KVA, 480VAC PRIMARY, 415Y/240V SECONDARY, 60HZ K-4 RATED, 150 DEGREES C TEMP. RISE, DOE 2016 COMPLAINT, CLASS R 220 DEGREES C INSULATION, 5X INRUSH, 5.75% IMPEDENCE",,,Transformers,Low Voltage Transformers,Isolation Transformer,regex_extraction,0.9,Transformer,,480VAC,3.0,,,,500.0,,,,,,,,,,4383,"Power Transformer 3Ph, 500Kva, 480Vac Primary, 415Y/240V Secondary, 60Hz K-4 Rated, 150 Degrees C Temp. Rise, Doe 2016 Complaint, Class R 220 Degrees C Insulation, 5X Inrush, 5.75% Impedence"
4701007,"POWER TRANSFORMER 3PH, 500KVA, 480VAC PRIMARY, 415Y/240V SECONDARY, 60HZ K-4 RATED, 150 DEGREES C TEMP. RISE, DOE 2016 COMPLAINT, CLASS R 220 DEGREES C INSULATION, 5X INRUSH, 5.75% IMPEDENCE",,,Transformers,Low Voltage Transformers,Isolation Transformer,regex_extraction,0.9,Transformer,,480VAC,3.0,,,,500.0,,,,,,,,,,4383,"Power Transformer 3Ph, 500Kva, 480Vac Primary, 415Y/240V Secondary, 60Hz K-4 Rated, 150 Degrees C Temp. Rise, Doe 2016 Complaint, Class R 220 Degrees C Insulation, 5X Inrush, 5.75% Impedence"
4701012,53810_Misc Factory Supplies,,,MRO & Indirect,Facilities,Factory Maintenance,,,,,,,,,,,,,,,,,,,,779,53810_Misc Factory Supplies
4701109,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,,,,,,,,,,,,,,,,,,,,5869,Warehouse Tools & Equipment
4701112,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,2015,Consumables
4701530,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,,,,,,,,,,,,,,,,,,,,5869,Warehouse Tools & Equipment
4701630,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4701632,Parts - Spare/Repair Parts,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,,,,,,,,,,,,,,,,,,,4297,Parts - Spare/Repair Parts
4701634,SCHNEIDER 1P 15AMP C CURVE BREAKER,,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,Breaker,15.0,,,1.0,,,,,,,,,,,,,4573,Schneider 1P 15Amp C Curve Breaker
4702047,"ABB: SACE EMAX2 E2.2S-A 2000 UL DRAWOUT MANUALLY OPE. 3P WITH TERMINALS REAR VERTICAL AND SOLID-STATE RELEASE IN AC EKIP/HI-TOUCH-LSIG R 1600 FITTED WITH: 4 AUXILIARY CONTACT AND 250V BELL ALRAM CONTACT, WITH ZEB2K3 PBC 7MM PL, MODBUS TCP C OMMS.",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,1600.0,250V,,3.0,,E2.2S-A,,,,,,,,,,,1127,"Abb: Sace Emax2 E2.2S-A 2000 Ul Drawout Manually Ope. 3P With Terminals Rear Vertical And Solid-State Release In Ac Ekip/Hi-Touch-Lsig R 1600 Fitted With: 4 Auxiliary Contact And 250V Bell Alram Contact, With Zeb2K3 Pbc 7Mm Pl, Modbus Tcp C Omms."
4702049,ABB 2500AF 2500AS ACB 65kA 100% ETU LSIG EKIP HI TOUCH MODO Z4SGNLAK50LAM00004XX 7MM PBC PADLOCK RELT 24-48VDC EKIP SUPPLY,,,Circuit Protection,Low Voltage Breakers,ACB,regex_extraction,0.9,ACB,,48VDC,,,65.0,,,7mm²,,,,,,,,,879,ABB 2500AF 2500AS ACB 65kA 100% ETU LSIG EKIP HI TOUCH MODO Z4SGNLAK50LAM00004XX 7MM PBC PADLOCK RELT 24-48VDC EKIP SUPPLY
4702260,DS-Warranty,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,2212,DS-Warranty
4703073,AMPHENOL: #3AWG SOOW 6” CABLE  WITH GT06PCM32-ARS(M50) CABLE PLUG # DXZH- 798984-001,,,Wire & Cable,Cable Assemblies,Pre-Terminated Assemblies,ai_extraction,0.8,Cable,,,,,,,,3 AWG,,,,,,,,,1354,Amphenol: #3Awg Soow 6” Cable  With Gt06Pcm32-Ars(M50) Cable Plug # Dxzh- 798984-001
4703074,DS-Factory Witness Testing,,,Professional Services,Engineering Services,Testing Services,,,,,,,,,,,,,,,,,,,,2207,DS-Factory Witness Testing
4703080,DS-Warranty,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,2212,DS-Warranty
4703083,DS-Factory Witness Testing,,,Professional Services,Engineering Services,Testing Services,,,,,,,,,,,,,,,,,,,,2207,DS-Factory Witness Testing
4703186,"SCHNEIDER ELECTRIC SURGE PROTECTIVE DEVICE SPD, SURGELOGIC, 100kA, 480Y/277V 3 PHASE 4 WIRE",,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,Surge Protective Device,,480Y/277V,3.0,4.0,100.0,,,,,,,,,,,,4591,"SCHNEIDER ELECTRIC SURGE PROTECTIVE DEVICE SPD, SURGELOGIC, 100kA, 480Y/277V 3 PHASE 4 WIRE"
4703492,DS-FIELD SERVICE,,,Professional Services,Field Services,Site Visits,,,,,,,,,,,,,,,,,,,,2208,Ds-Field Service
4703698,50300_Consumables (LB),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,765,50300_Consumables (LB)
4703995,"SCHNEIDER ELECTRIC SURGE PROTECTIVE DEVICE SPD, SURGELOGIC, 100kA, 480Y/277V 3 PHASE 4 WIRE",,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,Surge Protective Device,,480Y/277V,3.0,4.0,100.0,,,,,,,,,,,,4591,"SCHNEIDER ELECTRIC SURGE PROTECTIVE DEVICE SPD, SURGELOGIC, 100kA, 480Y/277V 3 PHASE 4 WIRE"
4703996,EATON: CASETTE FOR 4000A MEGNUM PD DRAWOUT BREAKER,,,Circuit Protection,Breaker Accessories,Mounting Kits,regex_extraction,0.7,Breaker,4000.0,,,,,,,,,,,,,,,,2410,Eaton: Casette For 4000A Megnum Pd Drawout Breaker
4703998,53810_Misc Factory Supplies,,,MRO & Indirect,Facilities,Factory Maintenance,,,,,,,,,,,,,,,,,,,,779,53810_Misc Factory Supplies
4704409,50300_Consumables (RL),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,767,50300_Consumables (RL)
4704418,"BLACKBURN: 350KCMIL MAX, 1 CONDUCTOR, 1 HOLE, 3/8 IN STUD, ALUMINUM MECHANICAL LUG",,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,Lug,,,,1.0,,,,350KCMIL,,,,,,,,,1477,"Blackburn: 350Kcmil Max, 1 Conductor, 1 Hole, 3/8 In Stud, Aluminum Mechanical Lug"
4704421,HAMMOND 1PH 5KVA 480-240V TRANSFORMER,,,Transformers,Low Voltage Transformers,Isolation Transformer,regex_extraction,0.9,Transformer,,240VAC,1.0,,,,5.0,,,,,,,,,,3539,Hammond 1Ph 5Kva 480-240V Transformer
4704422,"SQD: X80 DC Power Supply Module, 24…48 V DC, 32W, isolated",,,Electrical Components,Power Supplies,DC Power Supplies,ai_extraction,0.8,Power Supply,,24-48VDC,,,,,,,,,,,,,,,5623,"SQD: X80 DC Power Supply Module, 24…48 V DC, 32W, isolated"
4704923,"WEIDMÜLLER: End bracket, dark beige, TS 35, HB, Wemid, Width: 8 mm, 100 °C",,,Enclosures & Hardware,Structural Components,Brackets,,,,,,,,,,,,,,,,,,,,5901,"WEIDMÜLLER: End bracket, dark beige, TS 35, HB, Wemid, Width: 8 mm, 100 °C"
4705128,WEIDMÜLLER ZQV 4N/10 OR Z-SERIES,,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,,,,,,,,,,,,,,,,,,5893,Weidmüller Zqv 4N/10 Or Z-Series
4705361,800A KDP CONNECTION TAPS SET/STABS WITH LOCKING MECHANISM AND HANGER,,,Switchgear & Distribution,Busway,Plug-In Busway,ai_extraction,0.8,Connection Taps,800.0,,,,,,,,,,,,,,,,835,800A Kdp Connection Taps Set/Stabs With Locking Mechanism And Hanger
4705466,3P 100A 600V FUSE HOLDER FOR CUBE FUSES,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,100.0,600VAC,,3.0,,,,,,,,,,,,,512,3P 100A 600V Fuse Holder For Cube Fuses
4705477,3P 100A 600V FUSE HOLDER FOR CUBE FUSES,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,100.0,600VAC,,3.0,,,,,,,,,,,,,512,3P 100A 600V Fuse Holder For Cube Fuses
4705564,Parts - Spare/Repair Parts,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,,,,,,,,,,,,,,,,,,,4297,Parts - Spare/Repair Parts
4705565,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705568,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705569,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705570,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705571,Parts - Spare/Repair Parts,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,,,,,,,,,,,,,,,,,,,4297,Parts - Spare/Repair Parts
4705573,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705575,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705576,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705578,Factory equipment rental,,,MRO & Indirect,Industrial Equipment,Manufacturing Equipment,,,,,,,,,,,,,,,,,,,,2625,Factory equipment rental
4705681,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705788,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705789,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705790,"ABB 2000AF 2000AS ACB 65kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2SFUKJJ83LA000005XX AUX 4A/4B, MODBUS TCP, RELT, PADLOCK 8MM PBC & BELL ALARM",,,Circuit Protection,Low Voltage Breakers,ACB,regex_extraction,0.9,ACB,4.0,,,3.0,65.0,,,8mm²,,,,,,,,,877,"ABB 2000AF 2000AS ACB 65kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2SFUKJJ83LA000005XX AUX 4A/4B, MODBUS TCP, RELT, PADLOCK 8MM PBC & BELL ALARM"
4705792,Labor Standard,,,Professional Services,Field Services,Site Visits,,,,,,,,,,,,,,,,,,,,3840,Labor Standard
4705793,Parts - Spare/Repair Parts,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,,,,,,,,,,,,,,,,,,,4297,Parts - Spare/Repair Parts
4705794,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4705903,"ACCUENERGY SOLID CORE CURRENT TRANSFORMER, PRIMARY-4000A, SECONDARY-5A, 6.30"" * 6.30"" WINDOW SIZE ACCURACY 0.5, 0.5S, 0.2",,,Electrical Components,Metering & Sensing,Current Transformers,regex_extraction,0.7,Transformer,4000.0,,,,,,,,,,,,,,,,6841,"Accuenergy Solid Core Current Transformer, Primary-4000A, Secondary-5A, 6.30"" * 6.30"" Window Size Accuracy 0.5, 0.5S, 0.2"
4706110,Cost of Sales - Retail Sales,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,2046,Cost of Sales - Retail Sales
4706424,LITTLEFUSE FUSE 600V T/D CLASS CC 2A RoHS | Series: CCMR,,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.9,Fuse,2.0,600VAC,,,,,,,,,,,,,,,6140,Fuse Plug Fast Acting 2A 600V Holder Plug Melf 6.35 X 25.4mm Ceramic U
4706425,GAUGE 14 GALVANNEAL STEEL 8'X4' SHEET,,,Raw Materials,Steel Products,Galvanneal Sheet,regex_extraction,0.85,,,,,,,,,,,Galvanneal,0.0747,4.0,144.0,IN,12.22,,3005,Gauge 14 Galvanneal Steel 8'X4' Sheet
4706833,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,2015,Consumables
4707152,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,2015,Consumables
4707153,"PHOENIX CONTACT FBS 4-8 PLUG IN BRIDGE, 41A, NO. OF POSITIONS 4",,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,Bridge,41.0,,,4.0,,,,,,,,,,,,,4315,"Phoenix Contact Fbs 4-8 Plug In Bridge, 41A, No. Of Positions 4"
4708382,"SQD TERMINAL BLOCK FEED-THROUGH 170AMPS 600V MAX, NATURAL, WIRE RANGE 12-1/0 AWG NEMA TYPE TERMINAL BLOCK, MOUNT ON TRACK",,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,Terminal Block,170.0,600V,,,,,,12-1/0 AWG,,,,,,,,,5215,"Sqd Terminal Block Feed-Through 170Amps 600V Max, Natural, Wire Range 12-1/0 Awg Nema Type Terminal Block, Mount On Track"
4708481,50300_Consumables (FT),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,764,50300_Consumables (FT)
4708483,"STEEL, ZINC PLATED ENCLOSURE HINGE, 2.75 LONG, BOX LEAF FORMED W/3 .313 DIA HOLES, LID LEAF .281 DIA HOLE, REMOVABLE .25"" DIA PIN W/FLATTENED END (ABB-1558 INVENTORY)",,,Enclosures & Hardware,Structural Components,Miscellaneous Hardware,,,,,,,,,,,,,,,,,,,,5663,"Steel, Zinc Plated Enclosure Hinge, 2.75 Long, Box Leaf Formed W/3 .313 Dia Holes, Lid Leaf .281 Dia Hole, Removable .25"" Dia Pin W/Flattened End (Abb-1558 Inventory)"
4708484,Parts - Spare/Repair Parts,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,,,,,,,,,,,,,,,,,,,4297,Parts - Spare/Repair Parts
4708588,Surcharge / Vendor Rebate,,,Miscellaneous/Other,Uncategorized,Requires Manual Review,,,,,,,,,,,,,,,,,,,,5682,Surcharge / Vendor Rebate
4708691,50300_Consumables (Sheet),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,768,50300_Consumables (Sheet)
4708693,IT: Hardware expense,,,MRO & Indirect,Office & Administrative,IT Equipment,,,,,,,,,,,,,,,,,,,,3753,IT: Hardware expense
4708795,62170_Consultants Other,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,817,62170_Consultants Other
4708796,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,,,,,,,,,,,,,,,,,,,,5869,Warehouse Tools & Equipment
4708797,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,,,,,,,,,,,,,,,,,,,,5869,Warehouse Tools & Equipment
4709407,3P 100A 600V FUSE HOLDER FOR CUBE FUSES,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,100.0,600VAC,,3.0,,,,,,,,,,,,,512,3P 100A 600V Fuse Holder For Cube Fuses
4709410,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,2015,Consumables
4709512,Direct Labor - Contractor,,,Professional Services,Field Services,Installation,,,,,,,,,,,,,,,,,,,,2186,Direct Labor - Contractor
4709515,Office supplies,,,MRO & Indirect,Office & Administrative,Office Supplies,,,,,,,,,,,,,,,,,,,,4234,Office supplies
4709522,"SQD END BARRIER HARDWARE NEMA, FOR GD TERMINAL BLOCKS",,,Enclosures & Hardware,Structural Components,Miscellaneous Hardware,,,,,,,,,,,,,,,,,,,,5124,"Sqd End Barrier Hardware Nema, For Gd Terminal Blocks"
4709624,Office supplies,,,MRO & Indirect,Office & Administrative,Office Supplies,,,,,,,,,,,,,,,,,,,,4234,Office supplies
4709821,"SQD TERMINAL BLOCK FEED-THROUGH 170AMPS 600V MAX, NATURAL, WIRE RANGE 12-1/0 AWG NEMA TYPE TERMINAL BLOCK, MOUNT ON TRACK",,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,Terminal Block,170.0,600V,,,,,,12-1/0 AWG,,,,,,,,,5215,"Sqd Terminal Block Feed-Through 170Amps 600V Max, Natural, Wire Range 12-1/0 Awg Nema Type Terminal Block, Mount On Track"
4710541,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,,,,,,,,,,,,,,,,,,,,5869,Warehouse Tools & Equipment
4710543,ABB XT2 125AF/100AT 3P 80% LSI CIRCUIT BREAKER 65KA/@480VAC WITH PLUG IN TYPE KIT BLUTOOTH DISABLE,,,Circuit Protection,Low Voltage Breakers,MCCB,regex_extraction,0.9,Breaker,,480VAC,,3.0,65.0,,,,,,,,,,,,995,Abb Xt2 125Af/100At 3P 80% Lsi Circuit Breaker 65Ka/@480Vac With Plug In Type Kit Blutooth Disable
4711246,DS-Startup,,,Professional Services,Field Services,Commissioning,,,,,,,,,,,,,,,,,,,,2211,DS-Startup
4711353,"SQD END BARRIER HARDWARE NEMA, FOR GD TERMINAL BLOCKS",,,Enclosures & Hardware,Structural Components,Miscellaneous Hardware,,,,,,,,,,,,,,,,,,,,5124,"Sqd End Barrier Hardware Nema, For Gd Terminal Blocks"
4711766,"SQD END BARRIER HARDWARE NEMA, FOR GD TERMINAL BLOCKS",,,Enclosures & Hardware,Structural Components,Miscellaneous Hardware,,,,,,,,,,,,,,,,,,,,5124,"Sqd End Barrier Hardware Nema, For Gd Terminal Blocks"
4712401,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4712402,"LS ELECTRIC HANDLE LOCK ASS'Y, PHL3, UTS400",,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Handle Lock,,,,,,UTS400,,,,,,,,,,,3957,"Ls Electric Handle Lock Ass'Y, Phl3, Uts400"
4712404,IT: Software expense,,,MRO & Indirect,Office & Administrative,IT Equipment,,,,,,,,,,,,,,,,,,,,3754,IT: Software expense
4712405,IT: Hardware expense,,,MRO & Indirect,Office & Administrative,IT Equipment,,,,,,,,,,,,,,,,,,,,3753,IT: Hardware expense
4712512,ABB 250AF 225AS MCCB 65kA 80% ETU LSI EKIP DIP GROUP XT4HU32251AA000XXX BOTH LINE AND LOAD SIDE LUGS 1X10AWG-250KCMIL,,,Circuit Protection,Low Voltage Breakers,MCCB,regex_extraction,0.9,MCCB,,,,,65.0,,,10,,,,,,,,,6655,ABB 250AF 225AS MCCB 65kA 80% ETU LSI EKIP DIP GROUP XT4HU32251AA000XXX BOTH LINE AND LOAD SIDE LUGS 1X10AWG-250KCMIL
4712814,Rental - Equipment,,,MRO & Indirect,Industrial Equipment,Manufacturing Equipment,,,,,,,,,,,,,,,,,,,,4477,Rental - Equipment
4712817,"MCMASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER 3"" HIGH X 1"" WIDE",,,Enclosures & Hardware,Structural Components,Mounting Hardware,ai_categorization,0.85,,,,,,,,,,,,,,,,,,4035,"Mcmaster Carr Narrow-Slotted Wire Duct With Snap-On Cover 3"" High X 1"" Wide"
4713148,Parts - Spare/Repair Parts,,,Miscellaneous/Other,Uncategorized,Insufficient Information,,,,,,,,,,,,,,,,,,,,4297,Parts - Spare/Repair Parts
4713257,Third Party Services,,,Professional Services,Engineering Services,Consulting,,,,,,,,,,,,,,,,,,,,5763,Third Party Services
4713462,DS-FIELD SERVICE,,,Professional Services,Field Services,Site Visits,,,,,,,,,,,,,,,,,,,,2208,Ds-Field Service
4713463,50300_Consumables (PK),,,MRO & Indirect,Office & Administrative,Consumables,,,,,,,,,,,,,,,,,,,,766,50300_Consumables (PK)
4713781,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,,,,,,,,,,,,,,,,,,,,5869,Warehouse Tools & Equipment
4713784,"WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION FEED THROUGH 10-26 AWG/4 mm², 800 V, 32 A, DARK BEIGE",,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,Terminal Block,32.0,800V,,4.0,,,,10-26 AWG,,,,,,,,,5906,"WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION FEED THROUGH 10-26 AWG/4 mm², 800 V, 32 A, DARK BEIGE"
