PO Number,PO Line,Maximum of Subsidiary,Maximum of Department,Maximum of Location,Maximum of Created By,Maximum of PO Status,Maximum of Date,Maximum of Expected Receipt Date,Maximum of Promise Date,Maximum of Due Date,Maximum of Total Quantity,Maximum of Quantity Fulfilled/Received,Maximum of Open Qty,Maximum of Item Rate,Maximum of Total Quantity Amount,Maximum of Shipping Zip,Maximum of Shipping Country Code,Maximum of Terms,Maximum of Vendor Internal ID,Maximum of Vendor Name,Maximum of Vendor Zip Code,Maximum of Memo,Maximum of Item Internal ID,Maximum of Item MPN Name Custom,Maximum of Item Display Name,Maximum of Item Description,Maximum of Item GL Expense Account,Maximum of Item Type,Maximum of Product Line,Maximum of Primary UOM,Maximum of Requested Date
P-AL0006773,18,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .281 .375 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .281 X .375 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,19,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .406 .812  OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .406 X .812 + .01 OB ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,20,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .375 .500  OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .375 X .500 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,21,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .625 .812  OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .625 X .812 + .01 OB ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,22,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .344 .500 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .344 X .500 + .01 OB ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,23,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .562 .812 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .562 X .812 + .01 OB ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006777,1,Top Company : PwrQ Holdings : Allied Power and Control,6300 - Facilities,7200 Standard Dr,Kenan Hafiez,Pending Receipt,09/08/2026,09/23/2026,,09/23/2026,1,0,1,2750.00,2750.00,21076,US,Net 30,97957,VSW LLC,22102, AS06 - FF&E Storage & 1 Workstation Panel,4869876,53510_Factory repairs and maintenance,Factory repairs and maintenance,,Factory repairs and maintenance,Non-inventory Item,,,09/23/2026
P-AL0006781,1,Top Company : PwrQ Holdings : Allied Power and Control,1100 - Fab,7200 Standard Dr,Vasanthi Abraham,Pending Receipt,09/08/2026,09/11/2026,,09/11/2026,10,0,10,18.99,189.90,21076,US,Net 30,2526,AMAZON,98124-5184,1/2 Flexible Shaft Extension Extender Torque Socket Wrench Ratchet Drive Bar Bendable Spring Steel Flex Reach Tool Long Connecting Rod Electric Impact Drill Adapter Set for Tight Spaces (10in+14in),4870411,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/11/2026
P-AL0006786,11,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/17/2026,,12/21/2026,1,0,1,4543.53,4543.53,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSIG EKIP HI-TOUCH MOFM Z2BEUJJK83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",4871264,Z2BEUJJK83LAM00005KX,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSIG EKIP HI-TOUCH MOFM Z2BEUJJK83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP","ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSIG EKIP HI-TOUCH MOFM Z2BEUJJK83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,12,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,1,0,1,960.79,960.79,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501JJ05GXXE LINE & LOAD SIDE LUGS 1x#4AWG-300KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT4HQ31501JJ05GXXE,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501JJ05GXXE LINE & LOAD SIDE LUGS 1x#4AWG-300KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501JJ05GXXE LINE & LOAD SIDE LUGS 1x#4AWG-300KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,13,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/17/2026,,12/21/2026,1,0,1,4110.97,4110.97,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",4871264,Z2BEUJJJ83LAM00005KX,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP","ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,14,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/17/2026,,12/21/2026,2,0,2,4173.02,8346.04,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM0000WKX AUX 4A/4B, RELT, EKIP SUPPLY 120V, KIRK KEY PROV., PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",4871264,Z2BEUJJJ83LAM0000WKX,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM0000WKX AUX 4A/4B, RELT, EKIP SUPPLY 120V, KIRK KEY PROV., PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP","ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM0000WKX AUX 4A/4B, RELT, EKIP SUPPLY 120V, KIRK KEY PROV., PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,15,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,1,0,1,716.83,716.83,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 125AF 60AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT2HQ30601FD05GXXE LOAD SIDE LUGS 1x#10AWG-2/0AWG, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT2HQ30601FD05GXXE,"ABB 125AF 60AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT2HQ30601FD05GXXE LOAD SIDE LUGS 1x#10AWG-2/0AWG, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 125AF 60AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT2HQ30601FD05GXXE LOAD SIDE LUGS 1x#10AWG-2/0AWG, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,16,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,1,0,1,951.28,951.28,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT4HQ31501F805GXXE,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,17,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,1,0,1,1018.21,1018.21,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 250AF 250AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ32501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT4HQ32501F805GXXE,"ABB 250AF 250AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ32501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 250AF 250AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ32501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,18,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/14/2026,,12/16/2026,1,0,1,1193.78,1193.78,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 400AF 250AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ325AFFN05GXXE LOAD SIDE LUGS 2X2/0-500KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT5SQ325AFFN05GXXE,"ABB 400AF 250AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ325AFFN05GXXE LOAD SIDE LUGS 2X2/0-500KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 400AF 250AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ325AFFN05GXXE LOAD SIDE LUGS 2X2/0-500KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,19,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/14/2026,,12/16/2026,2,0,2,1278.56,2557.12,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 400AF 300AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ330AFFS05GXXE LOAD SIDE LUGS 2X500-750KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT5SQ330AFFS05GXXE,"ABB 400AF 300AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ330AFFS05GXXE LOAD SIDE LUGS 2X500-750KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 400AF 300AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ330AFFS05GXXE LOAD SIDE LUGS 2X500-750KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,20,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,01/21/2027,,01/25/2027,1,0,1,2860.40,2860.40,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1000AF 800AS MCCB 50kA 3P 100% ETU EKIP TOUCH LSI GROUP XT7SQ380DPFX0SGXX3 LOAD SIDE LUGS 3X380MM2/750KCM, MODBUS TCP, EKIP SUPPLY 120V, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT7SQ380DPFX0SGXX3,"ABB 1000AF 800AS MCCB 50kA 3P 100% ETU EKIP TOUCH LSI GROUP XT7SQ380DPFX0SGXX3 LOAD SIDE LUGS 3X380MM2/750KCM, MODBUS TCP, EKIP SUPPLY 120V, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 1000AF 800AS MCCB 50kA 3P 100% ETU EKIP TOUCH LSI GROUP XT7SQ380DPFX0SGXX3 LOAD SIDE LUGS 3X380MM2/750KCM, MODBUS TCP, EKIP SUPPLY 120V, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/19/2026
P-AL0006786,21,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/17/2026,,12/21/2026,3,0,3,4543.53,13630.59,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSIG EKIP HI-TOUCH MOFM Z2BEUJJK83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",4871264,Z2BEUJJK83LAM00005KX,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSIG EKIP HI-TOUCH MOFM Z2BEUJJK83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP","ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSIG EKIP HI-TOUCH MOFM Z2BEUJJK83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,22,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,3,0,3,960.79,2882.37,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501JJ05GXXE LINE & LOAD SIDE LUGS 1x#4AWG-300KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT4HQ31501JJ05GXXE,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501JJ05GXXE LINE & LOAD SIDE LUGS 1x#4AWG-300KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501JJ05GXXE LINE & LOAD SIDE LUGS 1x#4AWG-300KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,23,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/17/2026,,12/21/2026,3,0,3,4110.97,12332.91,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",4871264,Z2BEUJJJ83LAM00005KX,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP","ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM00005KX AUX 4A/4B, RELT, EKIP SUPPLY 120V, PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,24,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/17/2026,,12/21/2026,6,0,6,4173.02,25038.12,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM0000WKX AUX 4A/4B, RELT, EKIP SUPPLY 120V, KIRK KEY PROV., PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",4871264,Z2BEUJJJ83LAM0000WKX,"ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM0000WKX AUX 4A/4B, RELT, EKIP SUPPLY 120V, KIRK KEY PROV., PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP","ABB 1600AF 1600AS ACB 42kA 3P 100% ETU LSI EKIP HI-TOUCH MOFM Z2BEUJJJ83LAM0000WKX AUX 4A/4B, RELT, EKIP SUPPLY 120V, KIRK KEY PROV., PADLOCK 8MM PBC & BELL ALARM, MODBUS TCP",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,25,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,3,0,3,716.83,2150.49,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 125AF 60AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT2HQ30601FD05GXXE LOAD SIDE LUGS 1x#10AWG-2/0AWG, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT2HQ30601FD05GXXE,"ABB 125AF 60AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT2HQ30601FD05GXXE LOAD SIDE LUGS 1x#10AWG-2/0AWG, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 125AF 60AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT2HQ30601FD05GXXE LOAD SIDE LUGS 1x#10AWG-2/0AWG, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,26,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,3,0,3,951.28,2853.84,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT4HQ31501F805GXXE,"ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 250AF 150AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ31501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,27,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/31/2026,,01/05/2027,3,0,3,1018.21,3054.63,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 250AF 250AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ32501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT4HQ32501F805GXXE,"ABB 250AF 250AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ32501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 250AF 250AS MCCB 65kA 3P 100% ETU EKIP DIP LSI GROUP XT4HQ32501F805GXXE LOAD SIDE LUGS 1x350KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,28,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/14/2026,,12/16/2026,3,0,3,1193.78,3581.34,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 400AF 250AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ325AFFN05GXXE LOAD SIDE LUGS 2X2/0-500KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT5SQ325AFFN05GXXE,"ABB 400AF 250AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ325AFFN05GXXE LOAD SIDE LUGS 2X2/0-500KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 400AF 250AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ325AFFN05GXXE LOAD SIDE LUGS 2X2/0-500KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
P-AL0006786,29,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/08/2026,12/14/2026,,12/16/2026,6,0,6,1278.56,7671.36,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB 400AF 300AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ330AFFS05GXXE LOAD SIDE LUGS 2X500-750KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",4871264,XT5SQ330AFFS05GXXE,"ABB 400AF 300AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ330AFFS05GXXE LOAD SIDE LUGS 2X500-750KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION","ABB 400AF 300AS MCCB 50kA 3P 100% ETU EKIP DIP LSI GROUP XT5SQ330AFFS05GXXE LOAD SIDE LUGS 2X500-750KCMIL, MODBUS TCP, FIXED PADLOCK DEVICE IN OPEN/CLOSED POSITION",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/23/2026
